subject	world	path	squaretype	chosenPath	chosenSquareType	rt
S299693	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	1082
S299693	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	782
S299693	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	816
S311128	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1102
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1184
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	2248
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	1079
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	408
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	1232
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	480
S319548	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1099
S319548	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1348
S319548	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1602
S334404	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	883
S334404	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1055
S334404	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	501
S336295	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	2003
S336295	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	876
S336295	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	4127
S337973	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1351
S337973	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	689
S337973	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1146
S34222	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1285
S34222	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1087
S34222	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1755
S342386	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1389
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	498
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	969
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	891
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	1536
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	1141
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	807
S34564	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1273
S34564	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	299
S34564	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	17827
S355417	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1631
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1067
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	702
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	1349
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	785
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	668
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	753
S357773	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1852
S357773	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1415
S357773	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	3586
S357773	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	1264
S365730	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1156
S365730	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1141
S365730	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	3000
S368470	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	7955
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	4168
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	7057
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	2184
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	1339
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	2448
S37550	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1738
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	1174
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	3015
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	1911
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	1219
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	1090
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	1146
S376806	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1058
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	563
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	1750
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	1546
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	1421
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);p(5,5);	D	2342
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	894
S381257	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1385
S381257	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	655
S381257	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1193
S391243	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1541
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	847
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	2921
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	814
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	999
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	801
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	556
S394005	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1191
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	726
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	2442
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	751
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	550
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	671
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	727
S398678	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	2178
S398678	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	728
S398678	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1746
S402333	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1028
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	496
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	1884
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	966
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	568
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	608
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	1149
S409816	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1809
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	736
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	1254
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	1174
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	925
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	1343
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	1612
S411804	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1741
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	979
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	1854
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	999
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	1095
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	916
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	G	2505
S413158	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1336
S413158	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	760
S413158	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	G	1968
S414838	tworooms	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	O	1241
S414838	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);	O	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	776
