subject	world	path	squaretype	nodeName	availableChildName	nodeValue	chosen
S394005	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S394005	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S398678	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S398678	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S398678	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S398678	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S402333	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	TRUE
S402333	cubicles	p(0,0);	X	N7210304	N2319363	9.0	FALSE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N9556533	11.944446	TRUE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N4303499	15.499999	FALSE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N9487763	13.214287	TRUE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N4932175	14.642857	FALSE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S402333	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S409816	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	TRUE
S409816	cubicles	p(0,0);	X	N7210304	N2319363	9.0	FALSE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N9556533	11.944446	TRUE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N4303499	15.499999	FALSE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N9487763	13.214287	TRUE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N4932175	14.642857	FALSE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S409816	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S411804	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S411804	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S411804	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S411804	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S413158	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S413158	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S413158	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S413158	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S414838	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S414838	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2053914	20.333332	TRUE
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2381213	24.999998	FALSE
S415189	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S415189	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S415189	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	TRUE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	FALSE
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S419107	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S419107	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2053914	20.333332	TRUE
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2381213	24.999998	FALSE
S421809	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S421809	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S421809	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S421809	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S42633	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S42633	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2053914	20.333332	TRUE
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2381213	24.999998	FALSE
S455320	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S455320	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S455320	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S455320	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S482085	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S482085	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S482085	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S482085	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S489428	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	TRUE
S489428	cubicles	p(0,0);	X	N7210304	N2319363	9.0	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N9556533	11.944446	TRUE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N4303499	15.499999	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N9487763	13.214287	TRUE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N4932175	14.642857	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	TRUE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2053914	20.333332	TRUE
S489428	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2381213	24.999998	FALSE
S490917	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	TRUE
S490917	cubicles	p(0,0);	X	N7210304	N2319363	9.0	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N9556533	11.944446	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N4303499	15.499999	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N9487763	13.214287	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N4932175	14.642857	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N9981263	18.5	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N2137138	19.0	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	D	N8892822	N5568770	22.5	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2381213	24.999998	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	O	N9981263	N2053914	20.333332	FALSE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	D	N3493111	N7594375	20.625	TRUE
S490917	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	D	N3493111	N5458653	23.125	FALSE
S49292	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S49292	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S49292	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S49292	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S505076	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	TRUE
S505076	cubicles	p(0,0);	X	N7210304	N2319363	9.0	FALSE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N9556533	11.944446	TRUE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	D	N8435133	N4303499	15.499999	FALSE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N9487763	13.214287	TRUE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	D	N9556533	N4932175	14.642857	FALSE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	TRUE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	FALSE
S505076	cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
S507343	cubicles	p(0,0);	X	N7210304	N2319363	9.0	TRUE
S507343	cubicles	p(0,0);	X	N7210304	N8435133	10.652175	FALSE
S507343	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N2367950	9.75	TRUE
S507343	cubicles	p(0,0);p(1,0);p(2,0);	D	N2319363	N3487541	13.549999	FALSE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	D	N2367950	N4214308	10.5625	TRUE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N9487763	13.214287	TRUE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	O	N9556533	N4932175	14.642857	FALSE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N8892822	17.1	TRUE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N9527877	14.700001	FALSE
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	D	N9487763	N3493111	19.1	FALSE
